birdID,species,bandNumber,colorComboL,colorComboR
2590-82439,CACH,2590-82439,XK,O
2590-82440,CACH,2590-82440,OB,X
2590-82441,CACH,2590-82441,W,XG
2590-82442,CACH,2590-82442,XO,K
2590-82443,CACH,2590-82443,BY,X
2590-82444,CACH,2590-82444,GX,-
2590-82445,CACH,2590-82445,G,OX
2590-82446,CACH,2590-82446,X,GK
2590-82450,CACH,2590-82450,W,MX
2590-82451,CACH,2590-82451,W,BX
2590-82455,CACH,2590-82455,WW,X
2590-82456,CACH,2590-82456,KX,W
2590-82457,CACH,2590-82457,XW,Y
2590-82468,CACH,2590-82468,OX,O
2590-82469,CACH,2590-82469,W,GX
2590-82470,CACH,2590-82470,K,WX
2590-82471,CACH,2590-82471,B,YX
2590-82472,CACH,2590-82472,R,GX
2590-82473,CACH,2590-82473,XY,B
2590-82475,CACH,2590-82475,RX,M
2590-82476,CACH,2590-82476,O,YX
2590-82477,CACH,2590-82477,RX,M
2590-82478,CACH,2590-82478,B,XW
2590-82480,CACH,2590-82480,X,MM
2590-82481,CACH,2590-82481,XO,M
2590-82482,CACH,2590-82482,X,GG
2590-82484,CACH,2590-82484,W,XM
2590-82485,CACH,2590-82485,XG,W
2590-82486,CACH,2590-82486,XB,K
2590-82487,CACH,2590-82487,XW,B
2590-82488,CACH,2590-82488,RB,X
2590-82489,CACH,2590-82489,O,XG
2590-82490,CACH,2590-82490,R,XG
2590-82498,CACH,2590-82498,MR,X
2590-82499,CACH,2590-82499,R,XO
2590-82500,CACH,2590-82500,O,KX
2590-82501,CACH,2590-82501,MX,B
2590-82502,CACH,2590-82502,B,BX
2590-82503,CACH,2590-82503,BX,R
2590-82504,CACH,2590-82504,W,OX
2590-82505,CACH,2590-82505,XY,O
2590-82506,CACH,2590-82506,BX,B
2590-82507,CACH,2590-82507,OX,R
2590-82508,CACH,2590-82508,BM,X
2590-82509,CACH,2590-82509,W,KX
2590-82510,CACH,2590-82510,G,GX
2590-82511,CACH,2590-82511,MY,X
2590-82512,CACH,2590-82512,X,BY
2590-82515,CACH,2590-82515,X,YB
2590-82516,CACH,2590-82516,Y,XR
2590-82518,CACH,2590-82518,XW,R
2590-82519,CACH,2590-82519,X,MY
2590-82520,CACH,2590-82520,X,WM
2590-82521,CACH,2590-82521,XG,G
2590-82522,CACH,2590-82522,RX,B
2590-82524,CACH,2590-82524,YR,X
2590-82525,CACH,2590-82525,XO,W
2590-82527,CACH,2590-82527,MX,R
2590-82528,CACH,2590-82528,O,XR
2590-82529,CACH,2590-82529,G,XR
2590-82530,CACH,2590-82530,R,RX
2590-82531,CACH,2590-82531,Y,RX
2590-82532,CACH,2590-82532,X,WK
2590-82533,CACH,2590-82533,Y,YX
2590-82534,CACH,2590-82534,KX,R
2590-82535,CACH,2590-82535,X,OK
2590-82537,CACH,2590-82537,M,GX
2590-82538,CACH,2590-82538,W,BX
2590-82539,CACH,2590-82539,K,XW
2590-82542,CACH,2590-82542,W,XO
2590-82543,CACH,2590-82543,X,KG
2590-82544,CACH,2590-82544,X,WB
2590-82545,CACH,2590-82545,XR,Y
2590-82549,CACH,2590-82549,X,KO
2590-82551,CACH,2590-82551,K,BX
2590-82553,CACH,2590-82553,RR,X
2590-82554,CACH,2590-82554,GX,G
2590-82555,CACH,2590-82555,XR,W
2590-82556,CACH,2590-82556,RM,X
2590-82557,CACH,2590-82557,KX,O
2590-82558,CACH,2590-82558,X,KK
2590-82559,CACH,2590-82559,X,RB
2590-82560,CACH,2590-82560,XW,G
2590-82563,CACH,2590-82563,K,XR
2590-82564,CACH,2590-82564,XY,M
2590-82565,CACH,2590-82565,MX,M
2590-82566,CACH,2590-82566,BX,O
2590-82567,CACH,2590-82567,KX,O
2590-82568,CACH,2590-82568,XY,W
2590-82570,CACH,2590-82570,XY,K
2590-82571,CACH,2590-82571,X,MK
2590-82572,CACH,2590-82572,B,XK
2590-82573,CACH,2590-82573,Y,XK
2590-82574,CACH,2590-82574,XK,K
2590-82575,CACH,2590-82575,OX,Y
2590-82576,CACH,2590-82576,X,MR
2590-82577,CACH,2590-82577,GB,X
2590-82580,CACH,2590-82580,B,XO
2590-82581,CACH,2590-82581,X,MG
2590-82582,CACH,2590-82582,OX,K
2590-82583,CACH,2590-82583,R,YX
2590-82585,CACH,2590-82585,K,YX
2590-82588,CACH,2590-82588,GY,X
2590-82593,CACH,2590-82593,XW,Y
2590-82594,CACH,2590-82594,X,MW
2590-82598,CACH,2590-82598,XK,R
2590-82600,CACH,2590-82600,MG,X
2590-82602,CACH,2590-82602,B,BX
2590-82603,CACH,2590-82603,X,BY
2590-82605,CACH,2590-82605,W,OX
2590-82606,CACH,2590-82606,G,GX
2590-82607,CACH,2590-82607,R,BX
2590-82610,CACH,2590-82610,OX,R
2590-82611,CACH,2590-82611,W,RX
2590-82612,CACH,2590-82612,X,BY
2590-82613,CACH,2590-82613,X,MY
2590-82614,CACH,2590-82614,X,BM
2590-82618,CACH,2590-82618,BX,R
2590-82623,CACH,2590-82623,Y,XK
2590-82624,CACH,2590-82624,B,XK
2590-82625,CACH,2590-82625,XY,K
2590-82627,CACH,2590-82627,OR,X
2590-82634,CACH,2590-82634,G,XO
2590-82635,CACH,2590-82635,X,OO
2590-82636,CACH,2590-82636,RX,G
2590-82637,CACH,2590-82637,MW,X
2590-82639,CACH,2590-82639,R,MX
2590-82640,CACH,2590-82640,X,BM
2590-82644,CACH,2590-82644,XM,R
2590-83001,CACH,2590-83001,BG,X
2590-83002,CACH,2590-83002,M,XO
2590-83006,CACH,2590-83006,Y,XM
2590-83007,CACH,2590-83007,XO,W
2590-83008,CACH,2590-83008,XW,W
2590-83009,CACH,2590-83009,BB,X
2590-83010,CACH,2590-83010,RR,X
2590-83012,CACH,2590-83012,XO,K
2590-83013,CACH,2590-83013,M,KX
2590-83014,CACH,2590-83014,O,XO
2590-83018,CACH,2590-83018,MB,X
2590-83021,CACH,2590-83021,BW,X
2590-83022,CACH,2590-83022,XR,R
2590-83023,CACH,2590-83023,XW,G
2590-83024,CACH,2590-83024,X,WW
2590-83025,CACH,2590-83025,YX,M
2590-83027,CACH,2590-83027,XM,K
2590-83028,CACH,2590-83028,G,XY
2590-83029,CACH,2590-83029,W,WX
2590-83031,CACH,2590-83031,RM,X
2590-83032,CACH,2590-83032,W,XY
2590-83033,CACH,2590-83033,G,XK
2590-83034,CACH,2590-83034,RW,X
2590-83036,CACH,2590-83036,BY,X
2590-83037,CACH,2590-83037,XB,G
2590-83038,CACH,2590-83038,XW,M
2590-83039,CACH,2590-83039,WX,W
2590-83040,CACH,2590-83040,B,XW
2590-83041,CACH,2590-83041,XO,M
2590-83042,CACH,2590-83042,GX,M
2590-83044,CACH,2590-83044,GX,O
2590-83046,CACH,2590-83046,GX,M
2590-83047,CACH,2590-83047,X,RY
2590-83048,CACH,2590-83048,Y,OX
2590-83049,CACH,2590-83049,XB,R
2590-83052,CACH,2590-83052,BR,X
2590-83053,CACH,2590-83053,K,YX
2590-83056,CACH,2590-83056,YX,M
2590-83057,CACH,2590-83057,O,BX
2590-83060,CACH,2590-83060,Y,MX
2590-83061,CACH,2590-83061,XR,R
2590-83062,CACH,2590-83062,O,BX
2590-83065,CACH,2590-83065,G,RX
2590-83069,CACH,2590-83069,X,GO
2590-83071,CACH,2590-83071,X,GB
2590-83072,CACH,2590-83072,XO,R
2590-83073,CACH,2590-83073,X,YG
2590-83078,CACH,2590-83078,KB,X
2590-83079,CACH,2590-83079,XG,Y
2590-83080,CACH,2590-83080,R,MX
2590-83081,CACH,2590-83081,BX,G
2590-83083,CACH,2590-83083,XW,M
2590-83086,CACH,2590-83086,GX,R
2590-83087,CACH,2590-83087,YX,O
2590-83088,CACH,2590-83088,BM,X
2590-83091,CACH,2590-83091,YG,X
2590-83094,CACH,2590-83094,MX,B
2590-83098,CACH,2590-83098,G,XY
2590-83099,CACH,2590-83099,O,BX
2590-83100,CACH,2590-83100,R,XO
2590-83117,CACH,2590-83117,K,BX
2590-83118,CACH,2590-83118,M,YX
2590-83119,CACH,2590-83119,YX,O
2590-83120,CACH,2590-83120,X,GB
2590-83121,CACH,2590-83121,X,KW
2590-83123,CACH,2590-83123,B,XR
2590-83124,CACH,2590-83124,R,RX
2590-83125,CACH,2590-83125,Y,XG
2590-83126,CACH,2590-83126,G,XM
2590-83127,CACH,2590-83127,G,YX
2590-83128,CACH,2590-83128,KB,X
2590-83129,CACH,2590-83129,G,XW
2590-83130,CACH,2590-83130,Y,BX
2590-83131,CACH,2590-83131,BB,X
2590-83132,CACH,2590-83132,K,XW
2590-83133,CACH,2590-83133,XK,R
2590-83134,CACH,2590-83134,XW,G
2590-83140,CACH,2590-83140,W,YX
2590-83141,CACH,2590-83141,OG,X
2590-83142,CACH,2590-83142,XB,M
2590-83146,CACH,2590-83146,B,XB
2590-83147,CACH,2590-83147,OY,X
2590-83148,CACH,2590-83148,MX,M
2590-83151,CACH,2590-83151,XG,W
2590-83154,CACH,2590-83154,YX,K
2590-83155,CACH,2590-83155,GR,X
2590-83156,CACH,2590-83156,BX,O
2590-83159,CACH,2590-83159,KX,G
2590-83161,CACH,2590-83161,M,XB
2590-83165,CACH,2590-83165,OX,K
2590-83170,CACH,2590-83170,M,XB
2590-83171,CACH,2590-83171,X,YY
2590-83173,CACH,2590-83173,MG,X
2590-83174,CACH,2590-83174,O,KX
2590-83176,CACH,2590-83176,K,OX
2590-83177,CACH,2590-83177,YX,Y
2590-83178,CACH,2590-83178,BR,X
2590-83180,CACH,2590-83180,RX,G
2590-83181,CACH,2590-83181,M,XO
2590-83185,CACH,2590-83185,Y,WX
2590-83189,CACH,2590-83189,X,KO
2590-83190,CACH,2590-83190,GX,G
2590-83197,CACH,2590-83197,M,BX
2590-83198,CACH,2590-83198,R,XG
2590-83199,CACH,2590-83199,O,XG
2590-83200,CACH,2590-83200,YR,X
2590-92048,CACH,2590-92048,GX,W
2590-92056,CACH,2590-92056,XG,G
2590-92199,CACH,2590-92199,B,MX
2591-92047,CACH,2591-92047,R,XR
261-03737,CACH,261-03737,Y,KX
2610-37301,CACH,2610-37301,X,RY
2610-37305,CACH,2610-37305,XY,M
2610-37306,CACH,2610-37306,XR,R
2610-37307,CACH,2610-37307,X,OK
2610-37308,CACH,2610-37308,XB,R
2610-37309,CACH,2610-37309,O,GX
2610-37310,CACH,2610-37310,R,XK
2610-37311,CACH,2610-37311,XW,Y
2610-37312,CACH,2610-37312,X,YO
2610-37315,CACH,2610-37315,R,XG
2610-37316,CACH,2610-37316,GX,Y
2610-37317,CACH,2610-37317,M,XW
2610-37318,CACH,2610-37318,X,YY
2610-37320,CACH,2610-37320,M,XO
2610-37326,CACH,2610-37326,BY,X
2610-37327,CACH,2610-37327,W,XR
2610-37329,CACH,2610-37329,OX,G
2610-37333,CACH,2610-37333,X,GY
2610-37334,CACH,2610-37334,MX,R
2610-37335,CACH,2610-37335,W,OX
2610-37337,CACH,2610-37337,BY,X
2610-37338,CACH,2610-37338,RX,O
2610-37339,CACH,2610-37339,X,P
2610-37342,CACH,2610-37342,RX,R
2610-37345,CACH,2610-37345,O,MX
2610-37351,CACH,2610-37351,M,X
2610-37352,CACH,2610-37352,O,X
2610-37353,CACH,2610-37353,B,X
2610-37357,CACH,2610-37357,K,GX
2610-37359,CACH,2610-37359,X,BK
2610-37360,CACH,2610-37360,K,XR
2610-37361,CACH,2610-37361,X,WR
2610-37362,CACH,2610-37362,X,GK
2610-37364,CACH,2610-37364,K,XG
2610-37366,CACH,2610-37366,X,BW
2610-37367,CACH,2610-37367,X,KK
2610-37368,CACH,2610-37368,R,XB
2610-37369,CACH,2610-37369,WX,Y
2610-37371,CACH,2610-37371,X,BO
2610-37373,CACH,2610-37373,W,XP
2610-37374,CACH,2610-37374,X,BG
2610-37375,CACH,2610-37375,X,BO
2610-37376,CACH,2610-37376,PX,G
2610-37378,CACH,2610-37378,XG,K
2610-37379,CACH,2610-37379,K,WX
2610-37380,CACH,2610-37380,XG,K
2610-37381,CACH,2610-37381,Y,GX
2610-37382,CACH,2610-37382,R,OX
2610-37384,CACH,2610-37384,XP,K
2610-37385,CACH,2610-37385,Y,XO
2610-37386,CACH,2610-37386,BG,X
2610-37388,CACH,2610-37388,M,PX
2610-37389,CACH,2610-37389,O,XY
2610-37390,CACH,2610-37390,X,BB
2610-37391,CACH,2610-37391,X,MM
2610-37392,CACH,2610-37392,XR,K
2610-37395,CACH,2610-37395,XO,B
2610-37396,CACH,2610-37396,X,OO
2610-37397,CACH,2610-37397,XR,W
2610-37398,CACH,2610-37398,XG,O
2610-37399,CACH,2610-37399,R,BX
2610-37400,CACH,2610-37400,YX,W
2640-22829,CACH,2640-22829,X,OY
2640-31883,CACH,2640-31883,X,RR
2640-61801,CACH,2640-61801,XR,O
2640-61802,CACH,2640-61802,GY,X
2640-61803,CACH,2640-61803,XO,B
2640-61804,CACH,2640-61804,X,RR
2640-61805,CACH,2640-61805,Y,XY
2640-61806,CACH,2640-61806,X,OM
2640-61807,CACH,2640-61807,O,XM
2640-61808,CACH,2640-61808,R,BX
2640-61809,CACH,2640-61809,WM,X
2640-61810,CACH,2640-61810,OO,X
2640-61811,CACH,2640-61811,G,YX
2640-61812,CACH,2640-61812,X,RG
2640-61813,CACH,2640-61813,YX,K
2640-61814,CACH,2640-61814,X,WO
2640-61815,CACH,2640-61815,X,RB
2640-61816,CACH,2640-61816,X,YO
2640-61817,CACH,2640-61817,X,GB
2640-61818,CACH,2640-61818,WX,G
2640-61819,CACH,2640-61819,RX,Y
2640-61820,CACH,2640-61820,RX,K
2640-61821,CACH,2640-61821,GX,B
2640-61822,CACH,2640-61822,G,XY
2640-61823,CACH,2640-61823,OX,B
2640-61824,CACH,2640-61824,RX,M
2640-61825,CACH,2640-61825,X,BW
2640-61826,CACH,2640-61826,XM,-
2640-61827,CACH,2640-61827,X,YY
2640-61828,CACH,2640-61828,X,GG
2640-61830,CACH,2640-61830,M,RX
2640-61831,CACH,2640-61831,Y,XB
2640-61832,CACH,2640-61832,XR,M
2640-61833,CACH,2640-61833,OX,O
2640-61834,CACH,2640-61834,X,OB
2640-61835,CACH,2640-61835,KX,Y
2640-61836,CACH,2640-61836,GK,X
2640-61837,CACH,2640-61837,YX,K
2640-61838,CACH,2640-61838,O,WX
2640-61839,CACH,2640-61839,XO,B
2640-61840,CACH,2640-61840,RY,X
2640-61841,CACH,2640-61841,RX,B
2640-61842,CACH,2640-61842,G,YX
2640-61843,CACH,2640-61843,M,XG
2640-61844,CACH,2640-61844,KG,X
2640-61845,CACH,2640-61845,OO,X
2640-61846,CACH,2640-61846,B,RX
2640-61847,CACH,2640-61847,XY,G
2640-61848,CACH,2640-61848,R,BX
2640-61849,CACH,2640-61849,MX,O
2640-61850,CACH,2640-61850,R,YX
2640-61851,CACH,2640-61851,OX,B
2640-61853,CACH,2640-61853,RX,W
2640-61854,CACH,2640-61854,O,MX
2640-61855,CACH,2640-61855,XR,G
2640-61856,CACH,2640-61856,Y,BX
2640-61857,CACH,2640-61857,MO,X
2640-61858,CACH,2640-61858,RX,R
2640-61859,CACH,2640-61859,W,XR
2640-61860,CACH,2640-61860,YY,X
2640-61861,CACH,2640-61861,XM,W
2640-61862,CACH,2640-61862,WX,B
2640-61863,CACH,2640-61863,G,WX
2640-61864,CACH,2640-61864,YB,X
2640-61865,CACH,2640-61865,M,XW
2640-61866,CACH,2640-61866,B,GX
2640-61867,CACH,2640-61867,X,YG
2640-61868,CACH,2640-61868,G,XR
2640-61869,CACH,2640-61869,G,XY
2640-61870,CACH,2640-61870,K,XY
2640-61871,CACH,2640-61871,GX,B
2640-61872,CACH,2640-61872,R,KX
2640-61873,CACH,2640-61873,M,WX
2640-61874,CACH,2640-61874,GX,M
2640-61875,CACH,2640-61875,X,OO
2640-61876,CACH,2640-61876,Y,OX
2640-61877,CACH,2640-61877,G,XR
2640-61878,CACH,2640-61878,RX,O
2640-61879,CACH,2640-61879,M,WX
2640-61880,CACH,2640-61880,X,BM
2640-61881,CACH,2640-61881,YR,X
2640-61882,CACH,2640-61882,Y,MX
2640-61884,CACH,2640-61884,GY,X
2640-61885,CACH,2640-61885,G,XM
2640-61886,CACH,2640-61886,W,MX
2640-61887,CACH,2640-61887,WM,X
2640-61888,CACH,2640-61888,W,YX
2640-61889,CACH,2640-61889,X,OM
2640-61890,CACH,2640-61890,GG,X
2640-61891,CACH,2640-61891,B,MX
2640-61892,CACH,2640-61892,R,XK
2640-61893,CACH,2640-61893,X,WO
2640-61894,CACH,2640-61894,RG,X
2640-61895,CACH,2640-61895,RK,X
2640-61896,CACH,2640-61896,O,XM
2640-61897,CACH,2640-61897,B,WX
2640-61898,CACH,2640-61898,X,WY
2640-61899,CACH,2640-61899,YM,X
2640-61900,CACH,2640-61900,X,RG
2640-65197,CACH,2640-65197,B,XY
2650-41427,CACH,2650-41427,MX,M
2660-67602,CACH,2660-67602,X,YY
2660-67616,CACH,2660-67616,YX,G
2660-67617,CACH,2660-67617,XW,M
2660-75714,CACH,2660-75714,XG,W
2660-75716,CACH,2660-75716,R,XB
2660-75720,CACH,2660-75720,WX,Y
2660-75722,CACH,2660-75722,W,GX
2660-75724,CACH,2660-75724,XR,M
2660-75743,CACH,2660-75743,Y,XW
2660-75744,CACH,2660-75744,R,XM
2660-75747,CACH,2660-75747,W,XB
2660-75749,CACH,2660-75749,XG,R
2660-75752,CACH,2660-75752,X,YM
2660-75753,CACH,2660-75753,X,PW
2660-75754,CACH,2660-75754,OX,G
2660-75755,CACH,2660-75755,K,YX
2660-75756,CACH,2660-75756,P,XY
2660-75758,CACH,2660-75758,WX,M
2660-75759,CACH,2660-75759,GX,K
2660-75760,CACH,2660-75760,YY,X
2660-75761,CACH,2660-75761,Y,OX
2660-75762,CACH,2660-75762,BO,X
2660-75763,CACH,2660-75763,XY,Y
2660-75764,CACH,2660-75764,Y,RX
2660-75765,CACH,2660-75765,-,UNK
2660-75766,CACH,2660-75766,WX,R
2660-75767,CACH,2660-75767,XB,Y
2660-75768,CACH,2660-75768,XG,P
266067611,CACH,266067611,X,WG
266067612,CACH,266067612,RP,X
266067613,CACH,266067613,XR,O
2690-08419,CACH,2690-08419,G,XO
2690-08420,CACH,2690-08420,OR,X
2690-08421,CACH,2690-08421,YK,X
2690-08422,CACH,2690-08422,KM,X
2690-08424,CACH,2690-08424,X,RK
2690-08430,CACH,2690-08430,G,XK
2690-08431,CACH,2690-08431,KY,X
2690-08432,CACH,2690-08432,XK,M
2690-08433,CACH,2690-08433,GX,G
2690-08434,CACH,2690-08434,XG,B
2690-08435,CACH,2690-08435,XG,O
2690-08436,CACH,2690-08436,KW,X
2690-08437,CACH,2690-08437,OX,G
2690-08438,CACH,2690-08438,P,XP
2690-08439,CACH,2690-08439,XG,B
2690-08440,CACH,2690-08440,K,GX
2690-08441,CACH,2690-08441,RW,X
2690-08442,CACH,2690-08442,G,GX
2690-08443,CACH,2690-08443,B,XB
2690-08444,CACH,2690-08444,X,BK
2690-08445,CACH,2690-08445,OX,M
2690-08446,CACH,2690-08446,X,BW
2690-08447,CACH,2690-08447,RX,R
2690-08448,CACH,2690-08448,MK,X
2690-08449,CACH,2690-08449,X,RK
2690-08450,CACH,2690-08450,GR,X
2690-08451,CACH,2690-08451,GW,X
2690-08452,CACH,2690-08452,XW,R
2690-08453,CACH,2690-08453,X,WM
2690-08454,CACH,2690-08454,W,KX
2690-08456,CACH,2690-08456,B,YX
2690-08457,CACH,2690-08457,X,MR
2690-08458,CACH,2690-08458,GX,G
2690-08459,CACH,2690-08459,OR,X
2690-08461,CACH,2690-08461,KY,X
2690-08463,CACH,2690-08463,XB,M
2690-08464,CACH,2690-08464,X,YW
2690-08465,CACH,2690-08465,XM,G
2690-08466,CACH,2690-08466,WO,X
2690-08468,CACH,2690-08468,Y,WX
2690-08469,CACH,2690-08469,XM,O
2690-08471,CACH,2690-08471,X,WW
2690-08472,CACH,2690-08472,O,XR
2690-08473,CACH,2690-08473,G,XG
2690-08475,CACH,2690-08475,OX,M
2690-08476,CACH,2690-08476,XK,B
2690-08477,CACH,2690-08477,W,XG
2690-08478,CACH,2690-08478,M,MX
2690-08480,CACH,2690-08480,X,RB
2690-08483,CACH,2690-08483,O,XK
2690-08484,CACH,2690-08484,YX,G
2690-08485,CACH,2690-08485,MG,X
2690-08486,CACH,2690-08486,RO,X
2690-08489,CACH,2690-08489,R,YX
2690-08491,CACH,2690-08491,XR,Y
2690-08495,CACH,2690-08495,G,XW
2690-08496,CACH,2690-08496,X,YM
2690-08497,CACH,2690-08497,OX,R
2690-08498,CACH,2690-08498,YX,G
2690-08500,CACH,2690-08500,R,WX
2690-18939,CACH,2690-18939,R,XB
2690-18940,CACH,2690-18940,X,GM
2690-18954,CACH,2690-18954,Y,XO
2690-18990,CACH,2690-18990,MX,W
2690-18994,CACH,2690-18994,YX,B
2690-18995,CACH,2690-18995,O,XR
2690-18996,CACH,2690-18996,XK,O
2690-18997,CACH,2690-18997,X,WM
2690-18998,CACH,2690-18998,YG,X
2690-18999,CACH,2690-18999,R,XW
2690-95953,CACH,2690-95953,K,XY
2690-95954,CACH,2690-95954,X,PP
2690-95958,CACH,2690-95958,G,XO
2690-95962,CACH,2690-95962,M,BX
2690-95963,CACH,2690-95963,YW,X
2690-95966,CACH,2690-95966,R,XB
2690-95967,CACH,2690-95967,X,KO
2690-95968,CACH,2690-95968,B,GX
2690-95970,CACH,2690-95970,X,RW
2690-95971,CACH,2690-95971,X,RR
2690-95978,CACH,2690-95978,XG,B
2690-95979,CACH,2690-95979,RX,O
2690-95981,CACH,2690-95981,X,BK
2690-95984,CACH,2690-95984,X,OM
2690-95985,CACH,2690-95985,OG,X
2690-95986,CACH,2690-95986,XP,W
2690-95990,CACH,2690-95990,RW,X
2690-95995,CACH,2690-95995,RX,W
2690-96060,CACH,2690-96060,X,PY
2690-96061,CACH,2690-96061,BX,G
2690-96062,CACH,2690-96062,O,RX
2690-96064,CACH,2690-96064,KK,X
2690-96065,CACH,2690-96065,OR,X
2690-96069,CACH,2690-96069,KG,X
2690-96070,CACH,2690-96070,WB,X
2690-96102,CACH,2690-96102,X,WY
2690-96112,CACH,2690-96112,X,W
2690-96120,CACH,2690-96120,K,XB
2690-96127,CACH,2690-96127,KG,X
2690-96129,CACH,2690-96129,G,YX
2690-96132,CACH,2690-96132,OK,X
2690-96133,CACH,2690-96133,G,XM
2690-96134,CACH,2690-96134,W,YX
2690-96135,CACH,2690-96135,KX,K
2690-96137,CACH,2690-96137,YX,K
2690-96138,CACH,2690-96138,K,KX
2690-96140,CACH,2690-96140,KO,X
2690-96141,CACH,2690-96141,MY,X
2690-96142,CACH,2690-96142,X,WR
2690-96147,CACH,2690-96147,XY,G
2690-96148,CACH,2690-96148,Y,WX
2690-96149,CACH,2690-96149,YY,X
2690-96150,CACH,2690-96150,Y,KX
2690-96153,CACH,2690-96153,XR,G
2690-96155,CACH,2690-96155,XW,M
2690-96156,CACH,2690-96156,G,XG
2690-96157,CACH,2690-96157,O,XO
2690-96162,CACH,2690-96162,X,YK
2690-96165,CACH,2690-96165,X,WB
2690-96166,CACH,2690-96166,X,WB
2690-96167,CACH,2690-96167,X,RK
2690-96168,CACH,2690-96168,X,RW
2690-96169,CACH,2690-96169,R,XG
2690-96170,CACH,2690-96170,BX,M
2690-96171,CACH,2690-96171,BY,X
2690-96172,CACH,2690-96172,BB,X
2690-96186,CACH,2690-96186,K,XY
2690-96191,CACH,2690-96191,RX,O
2690-96192,CACH,2690-96192,RX,R
2690-96194,CACH,2690-96194,W,XO
2690-96196,CACH,2690-96196,O,XR
2690-96197,CACH,2690-96197,WM,X
2710-14482,CACH,2710-14482,-,XK
2710-25701,CACH,2710-25701,BX,G
2710-25702,CACH,2710-25702,X,RY
2710-25703,CACH,2710-25703,WO,X
2710-25704,CACH,2710-25704,KY,X
2710-25705,CACH,2710-25705,RX,G
2710-25706,CACH,2710-25706,KX,M
2710-25707,CACH,2710-25707,B,YX
2710-25708,CACH,2710-25708,X,KO
2710-25709,CACH,2710-25709,MM,X
2710-25710,CACH,2710-25710,Y,WX
2710-25711,CACH,2710-25711,XO,W
2710-25712,CACH,2710-25712,BW,X
2710-25713,CACH,2710-25713,XO,W
2710-25714,CACH,2710-25714,BX,W
2710-25715,CACH,2710-25715,GX,G
2710-25716,CACH,2710-25716,OR,X
2710-25717,CACH,2710-25717,XB,M
2710-25718,CACH,2710-25718,XM,G
2710-25719,CACH,2710-25719,YG,X
2710-25720,CACH,2710-25720,XW,M
2710-25722,CACH,2710-25722,GX,Y
2710-25723,CACH,2710-25723,XR,W
2710-25724,CACH,2710-25724,X,WK
2710-25725,CACH,2710-25725,MX,B
2710-25726,CACH,2710-25726,KX,R
2710-25727,CACH,2710-25727,XK,B
2710-25728,CACH,2710-25728,K,XG
2710-25729,CACH,2710-25729,GW,X
2710-25765,CACH,2710-25765,X,YW
2710-25908,CACH,2710-25908,KX,Y
2710-25919,CACH,2710-25919,O,RX
2710-25921,CACH,2710-25921,X,YR
2710-25926,CACH,2710-25926,XK,R
2710-25929,CACH,2710-25929,M,YX
2710-25933,CACH,2710-25933,BY,X
2710-25934,CACH,2710-25934,B,XM
2710-25935,CACH,2710-25935,XW,G
2710-25936,CACH,2710-25936,R,XR
2710-25937,CACH,2710-25937,G,KX
2710-25941,CACH,2710-25941,XB,Y
2710-25944,CACH,2710-25944,WR,X
2710-25945,CACH,2710-25945,X,GG
2710-25946,CACH,2710-25946,KX,M
2710-25947,CACH,2710-25947,KB,X
2710-25948,CACH,2710-25948,MR,X
2710-25949,CACH,2710-25949,R,GX
2710-25950,CACH,2710-25950,R,XR
2710-25951,CACH,2710-25951,X,MM
2710-25954,CACH,2710-25954,X,OW
2710-25955,CACH,2710-25955,YX,W
2710-25956,CACH,2710-25956,M,XO
2710-25966,CACH,2710-25966,X,MM
2710-25967,CACH,2710-25967,XK,M
2710-25968,CACH,2710-25968,BY,X
2710-25969,CACH,2710-25969,XR,Y
2710-25970,CACH,2710-25970,G,XW
2710-25971,CACH,2710-25971,X,OG
2710-25973,CACH,2710-25973,XY,O
2710-25974,CACH,2710-25974,XM,B
2710-25975,CACH,2710-25975,Y,XB
2710-25976,CACH,2710-25976,W,RX
2710-25978,CACH,2710-25978,X,GW
2710-25979,CACH,2710-25979,MX,R
2710-25983,CACH,2710-25983,Y,MX
2710-25984,CACH,2710-25984,RX,R
2710-53604,CACH,2710-53604,X,RG
2710-53605,CACH,2710-53605,X,OB
2710-53608,CACH,2710-53608,GK,X
2710-53609,CACH,2710-53609,Y,XY
2710-53613,CACH,2710-53613,RG,X
2710-53625,CACH,2710-53625,OX,O
2710-53628,CACH,2710-53628,XG,R
2710-53629,CACH,2710-53629,M,XG
2710-53630,CACH,2710-53630,BR,X
2710-53633,CACH,2710-53633,G,YX
2710-53634,CACH,2710-53634,PX,B
2710-53636,CACH,2710-53636,RY,X
2710-53644,CACH,2710-53644,PB,X
2710-53645,CACH,2710-53645,OX,-
2710-53651,CACH,2710-53651,GY,X
2710-53652,CACH,2710-53652,RX,B
2710-53658,CACH,2710-53658,X,M
2710-53659,CACH,2710-53659,M,X
2710-53666,CACH,2710-53666,X,KR
2710-53674,CACH,2710-53674,KY,X
2710-53675,CACH,2710-53675,MY,X
2710-53681,CACH,2710-53681,O,X
2710-53682,CACH,2710-53682,GX,M
2710-53683,CACH,2710-53683,W,YX
2710-53685,CACH,2710-53685,KO,X
2710-53686,CACH,2710-53686,KX,O
2710-53687,CACH,2710-53687,X,PM
2710-53689,CACH,2710-53689,X,WR
2710-53691,CACH,2710-53691,X,RY
2710-53698,CACH,2710-53698,GG,YX
2710-53699,CACH,2710-53699,BX,B
2710-53700,CACH,2710-53700,X,GY
